id_produto;link_produto;categoria;descricao;preco_de;preco_por;imagem
02CE;http://homologa.heringwebstore.com.br/blusa-feminina-basica-em-meia-malha-modelagem-tradicional-02ce?partner=&utm_source=clickaporter&utm_medium=BLUSA+FEMININA+B%C1SICA+EM+MEIA+MALHA+MODELAGEM+TRADICIONAL;"Blusas e Camisetas";"Blusa feminina básica elaborada em meia malha com algodão e elastano em sua composição promovendo total conforto e liberdade nos movimentos. Possui modelagem tradicional que se ajusta perfeitamente ao corpo, decote redondo e meia manga. Perfeita para compor looks básicos e cheios de estilo em diversas ocasiões.";29,99;;http://homologa.heringwebstore.com.br/media/catalog/product/02CE-XKE07S-C1.jpg;"BRANCO                                  PRETO                                   VERDE CLARO                             AZUL ESCURO                             LARANJA                                 VERDE                                   ROSA                                    NOVO MESCLA                             VERMELHO                                VERDE ESCURO                            ROXO                                    AMARELO                                 ";XXGPMGXG
02D3;http://homologa.heringwebstore.com.br/blusa-basica-feminina-em-ribana-02d3?partner=&utm_source=clickaporter&utm_medium=BLUSA+B%C1SICA+FEMININA+EM+RIBANA;"Blusas e Camisetas";"Blusa básica feminina em ribana e manga curta.";21,99;;http://homologa.heringwebstore.com.br/media/catalog/product/02D3-ADN07S-C1.jpg;"BRANCO                                  PRETO                                   VERDE CLARO                             AZUL ESCURO                             LARANJA                                 VERDE                                   ROSA                                    NOVO MESCLA                             VERMELHO                                VERDE ESCURO                            ROXO                                    AMARELO                                 ";XXGPMGXG
02DF;http://homologa.heringwebstore.com.br/camiseta-manga-longa-feminina-02df?partner=&utm_source=clickaporter&utm_medium=CAMISETA+MANGA+LONGA+FEMININA;"Blusas e Camisetas";"Blusa feminina manga longa em ribana e fio penteado.";29,99;;http://homologa.heringwebstore.com.br/media/catalog/product/02DF-AU000S-C1.jpg;"PRETO                                   ";P
02J5;http://homologa.heringwebstore.com.br/blusa-manga-longa-feminina-com-gola-v-02j5?partner=&utm_source=clickaporter&utm_medium=BLUSA+MANGA+LONGA+FEMININA+COM+GOLA+V;"Blusas e Camisetas";"Blusa feminina básica manga longa em meia malha com gola V.";39,99;;http://homologa.heringwebstore.com.br/media/catalog/product/02J5-ADN00S-C1.jpg;"NOVO MESCLA                             AZUL MARINHO                            AZUL CLARO                              ROSA CLARO                              VERMELHO INTENSO                        VERDE CLARO                             ROXO                                    BAUNILHA                 VERDE ESCURO                            LARANJA                                 ";XGGPM
02KM;http://homologa.heringwebstore.com.br/camiseta-masculina-na-modelagem-slim-02km?partner=&utm_source=clickaporter&utm_medium=CAMISETA+MASCULINA+NA+MODELAGEM+SLIM;Camisetas;"Camisa masculina em meia-malha com modelagem slim.";34,90;;http://homologa.heringwebstore.com.br/media/catalog/product/02KM-AS207S-C1.jpg;"NOVO MESCLA                             AZUL MARINHO                            AZUL CLARO                              ROSA CLARO                              VERMELHO INTENSO                        VERDE CLARO                             ROXO                                    BAUNILHA                 VERDE ESCURO                            LARANJA                                 ";XGGPM
02MX;http://homologa.heringwebstore.com.br/camiseta-manga-longa-masculina-em-fio-penteado-02mx?partner=&utm_source=clickaporter&utm_medium=CAMISETA+MANGA+LONGA+MASCULINA+EM+FIO+PENTEADO;Camisetas;"Camiseta manga longa masculina básica em meia malha em fio penteado.";39,99;;http://homologa.heringwebstore.com.br/media/catalog/product/02MX-NLS00S-C1.jpg;"BRANCO                                  PRETO                                   NOVO MESCLA                             VERDE CIANO                             ";PXGXXG
02QY;http://homologa.heringwebstore.com.br/blusa-manga-longa-feminina-basica-em-meia-malha-02qy?partner=&utm_source=clickaporter&utm_medium=BLUSA+MANGA+LONGA+FEMININA+B%C1SICA+EM+MEIA+MALHA;"Blusas e Camisetas";"Blusa feminina manga longa básica confeccionada em meia malha com algodão e elastano em sua composição, proporcionando maciez e muito conforto ao vestir. Possui modelagem tradicional que se ajusta perfeitamente ao corpo e decote redondo. Super confortável, é perfeita para compor looks básicos e cheios de estilo no o dia a dia.";39,99;;http://homologa.heringwebstore.com.br/media/catalog/product/02QY-N0A00S-C7.jpg;"BRANCO                                  PRETO                                   NOVO MESCLA                             AMARELO                                 AZUL CLARO                              ROSA CLARO                              VERDE CLARO                             ROXO                                    ";PMGXG
02TQ;http://homologa.heringwebstore.com.br/blusa-feminina-basica-em-meia-malha-com-decote-v-02tq?partner=&utm_source=clickaporter&utm_medium=BLUSA+FEMININA+B%C1SICA+EM+MEIA+MALHA+COM+DECOTE+%22V%22;"Blusas e Camisetas";"Blusa feminina básica confeccionada em meia malha com algodão e elastano em sua composição promovendo muito conforto e toque macio ao vestir. Possui modelagem tradicional, meia manga e decote em ""V"". Super confortável, é indispensável para compor looks em diversas ocasiões.";29,99;;http://homologa.heringwebstore.com.br/media/catalog/product/02TQ-N0A00S-C6.jpg;"BRANCO                                  PRETO                                   BAUNILHA                 VERDE CLARO                             LARANJA                                 AZUL ROYAL                              ROSA CLARO                              ROXO                                    ROSA                     ROSA                                    VERDE";PMGXGXXG
02VY;http://homologa.heringwebstore.com.br/blusa-manga-longa-feminina-gola-alta-02vy?partner=&utm_source=clickaporter&utm_medium=BLUSA+MANGA+LONGA+FEMININA+GOLA+ALTA;"Blusas e Camisetas";"Blusa feminina manga longa em meia-malha.";39,99;;http://homologa.heringwebstore.com.br/media/catalog/product/02VY-YCS07S-C1.jpg;"AZUL ACINZENTADO                        ";P
036X;http://homologa.heringwebstore.com.br/camisa-polo-feminina-basica-em-malha-piqu-036x?partner=&utm_source=clickaporter&utm_medium=CAMISA+POLO+FEMININA+B%C1SICA+EM+MALHA+PIQU%CA;"Blusas e Camisetas,Polos";"Camisa polo feminina básica confeccionada em malha piquê com algodão em sua composição, proporcionando conforto e caimento à peça. Possui modelagem tradicional que se ajusta perfeitamente ao corpo, peitilho funcional com quatro botões para fechamento e barra das mangas e gola retilínea. Super confortável, é perfeita para compor looks cheios de estilo com as calças, shorts e saias da coleção.";39,99;;http://homologa.heringwebstore.com.br/media/catalog/product/036X-KBM07S-C2.jpg;"BRANCO                                  PRETO                                   BAUNILHA                 AZUL CLARO                              AMARELO CLARO                           ROSA                                    BEGE CLARO               ";PMGXXGXG
0393;http://homologa.heringwebstore.com.br/camisa-polo-masculina-basica-em-piqu-modelagem-tradicional-0393?partner=&utm_source=clickaporter&utm_medium=CAMISA+POLO+MASCULINA+B%C1SICA+EM+PIQU%CA+MODELAGEM+TRADICIONAL;Polos;"Camisa polo masculina básica em malha piquê. Contempla modelagem tradicional com peitilho funcional de fechamento por dois botões. Confortável e versátil, esta camisa polo é indispensável para usar no dia a dia.";29,99;;http://homologa.heringwebstore.com.br/media/catalog/product/0393-N0A00S-C3.jpg;"BRANCO                                  ";PXXG
03A7;http://homologa.heringwebstore.com.br/camisa-polo-masculina-em-piqu-com-retilinea-na-gola-e-mangas-03a7?partner=&utm_source=clickaporter&utm_medium=CAMISA+POLO+MASCULINA+EM+PIQU%CA+COM+RETIL%CDNEA+NA+GOLA+E+MANGAS;Polos;"Camisa polo masculina em piquê. Possui peitilho funcional com fechamento por dois botões e tecido mais encorpado. A retilínea na gola e nas saídas das mangas completa esta polo básica.";39,99;;http://homologa.heringwebstore.com.br/media/catalog/product/03A7-N0A00S-C5.jpg;"BRANCO                                  PRETO                                   NOVO MESCLA                             VERDE                                   VINHO                                   ";PGXGXXGM
03AR;http://homologa.heringwebstore.com.br/camisa-polo-manga-longa-em-piqu-03ar?partner=&utm_source=clickaporter&utm_medium=CAMISA+POLO+MANGA+LONGA+EM+PIQU%CA;Polos;"Camisa polo manga longa em piquê.";49,99;;http://homologa.heringwebstore.com.br/media/catalog/product/03AR-WC500S-C1.jpg;"BRANCO                                  PRETO                                   NOVO MESCLA                             VERDE                                   VINHO                                   ";PGXGXXGM
03CQ;http://homologa.heringwebstore.com.br/camisa-polo-masculina-basica-em-pique-com-bolso-03cq?partner=&utm_source=clickaporter&utm_medium=CAMISA+POLO+MASCULINA+B%C1SICA+EM+PIQUE+COM+BOLSO;Polos;"Camisa polo masculina básica em pique com bolso na lateral do peito direito.";34,99;;http://homologa.heringwebstore.com.br/media/catalog/product/03CQ-NLT07S-C1.jpg;"BRANCO                                  PRETO                                   SALMÃO                                  VERDE CIANO                             AZUL ACINZENTADO                        ";PG
03E2;http://homologa.heringwebstore.com.br/camisa-polo-masculina-modelagem-regular-03e2?partner=&utm_source=clickaporter&utm_medium=CAMISA+POLO+MASCULINA+MODELAGEM+REGULAR;Polos;"Camisa polo masculina básica em meia malha, modelagem regular. Possui duas listras acima do ombro até as mangas e bordado de peixinho no peitoral esquerdo.";49,99;;http://homologa.heringwebstore.com.br/media/catalog/product/03E2-1E10S-C1.jpg;"BRANCO                                  PRETO                                   SALMÃO                                  VERDE CIANO                             AZUL ACINZENTADO                        ";PG
03GR;http://homologa.heringwebstore.com.br/camisa-polo-masculina-em-meia-malha-listrada-na-modelagem-comfort-03gr?partner=&utm_source=clickaporter&utm_medium=CAMISA+POLO+MASCULINA+EM+MEIA+MALHA+LISTRADA+NA+MODELAGEM+COMFORT;"Polos,Primavera 2013,Rapa 2014,Rapa 2014 Feminino,Rapa 2014 Masculino";"Camisa polo masculina em meia malha listrada com bordado na modelagem comfort. Possui gola em cor única.";49,99;39,99;http://homologa.heringwebstore.com.br/media/catalog/product/03GR-6E00S-C1.jpg;"LISTRADO                                ROSA CLARO                              6K00  ";PXGMG
03HB;http://homologa.heringwebstore.com.br/camisa-polo-feminina-larguinha-03hb?partner=&utm_source=clickaporter&utm_medium=CAMISA+POLO+FEMININA+LARGUINHA;Polos;"Camisa polo feminina básica em malha piquê com modelagem mais larguinha.";44,99;;http://homologa.heringwebstore.com.br/media/catalog/product/03HB-AT407S-C1.jpg;"PRETO                                   ";P
03K8;http://homologa.heringwebstore.com.br/camisa-polo-feminina-em-malha-flam-03k8?partner=&utm_source=clickaporter&utm_medium=CAMISA+POLO+FEMININA+EM+MALHA+FLAM%CA;Polos;"Camisa polo feminina em malha flamê.";44,90;;http://homologa.heringwebstore.com.br/media/catalog/product/03K8-N0A00S-C1.jpg;"PRETO                                   ";P
03L7;http://homologa.heringwebstore.com.br/camisa-polo-masculina-com-patch-do-ibcc-03l7?partner=&utm_source=clickaporter&utm_medium=CAMISA+POLO+MASCULINA+COM+PATCH+DO+IBCC;"Polos,Câncer de Mama";"Camisa polo masculina em meia-malha. Possui patch do logo IBCC no peito.";59,90;;http://homologa.heringwebstore.com.br/media/catalog/product/03L7-RXFIBC-C1.jpg;"PRETO                                   ";P
03LC;http://homologa.heringwebstore.com.br/camisa-polo-masculina-03lc?partner=&utm_source=clickaporter&utm_medium=CAMISA+POLO+MASCULINA;Polos;"Camisa polo masculina com peitilho diferenciado em franzidos e bordado no peitoral esquerdo.";59,90;;http://homologa.heringwebstore.com.br/media/catalog/product/03LC-AS910S-C1.jpg;"PRETO                                   ";P
03LG;http://homologa.heringwebstore.com.br/camisa-polo-feminina-03lg?partner=&utm_source=clickaporter&utm_medium=CAMISA+POLO+FEMININA;Feminino,Polos;"Camisa polo feminina em meia-malha sem botão no peitilho.";49,90;;http://homologa.heringwebstore.com.br/media/catalog/product/03LG-1B00S-C2.jpg;"PRETO                                   ";P
03LK;http://homologa.heringwebstore.com.br/camisa-polo-masculina-com-bordado-aplicado-no-peito-03lk?partner=&utm_source=clickaporter&utm_medium=CAMISA+POLO+MASCULINA+COM+BORDADO+APLICADO+NO+PEITO;Polos;"Camisa polo masculina com bordado aplicado no peito esquerdo e peitilho diferenciado com vista fechada deixando os botões embutidos.";89,90;24,99;http://homologa.heringwebstore.com.br/media/catalog/product/03LK-MD210S-C1.jpg;"PRETO                                   ";P
03LM;http://homologa.heringwebstore.com.br/camisa-polo-masculina-em-malha-flam-03lm?partner=&utm_source=clickaporter&utm_medium=CAMISA+POLO+MASCULINA+EM+MALHA+FLAM%CA;Polos;"Camisa polo masculina em malha flamê com bordado no peito esquerdo , acabamentos em cadarço na parte interna da gola e peitilho aplicado com franzidos.";69,90;39,99;http://homologa.heringwebstore.com.br/media/catalog/product/03LM-LGZ10S-C1.jpg;"PRETO                                   ";P
03LN;http://homologa.heringwebstore.com.br/polo-masculina-com-vista-semi-aparente-03ln?partner=&utm_source=clickaporter&utm_medium=POLO+MASCULINA+COM+VISTA+SEMI+APARENTE;Polos;"Polo masculina com vista semi aparente, em meia malha, modelagem regular, gola e punhos em retilinea e lindos bordados diferentes entre as variantes que são bordado com estampas.";79,90;39,99;http://homologa.heringwebstore.com.br/media/catalog/product/03LN-AS210S-C1.jpg;"PRETO                                   ";P
03LR;http://homologa.heringwebstore.com.br/camisa-polo-masculina-com-bordado-no-peito-03lr?partner=&utm_source=clickaporter&utm_medium=CAMISA+POLO+MASCULINA+COM+BORDADO+NO+PEITO;Polos,Ofertas;"Camisa polo masculina em meia-malha e modelagem regular. Possui bordado no lado do peito e etiqueta externa identificadora da marca Hering próximo a barra.";79,90;34,99;http://homologa.heringwebstore.com.br/media/catalog/product/03LR-NJT10S-C1.jpg;"PRETO                                   ";P
03LV;http://homologa.heringwebstore.com.br/camisa-polo-feminina-03lv?partner=&utm_source=clickaporter&utm_medium=CAMISA+POLO+FEMININA;Feminino,Polos;"Camisa polo feminina em malha flamê com listrado, peitilho funcional e gola padre.";59,90;19,99;http://homologa.heringwebstore.com.br/media/catalog/product/03LV-RYD07S-C1.jpg;"PRETO                                   ";P
042H;http://homologa.heringwebstore.com.br/jaqueta-masculina-basica-em-moletom-042h?partner=&utm_source=clickaporter&utm_medium=JAQUETA+MASCULINA+B%C1SICA+EM+MOLETOM;"Casacos e Jaquetas,Ofertas,Rapa!";"Jaqueta masculina básica em moletom peluciado.";99,99;49,99;http://homologa.heringwebstore.com.br/media/catalog/product/042H-R6907S-C1.jpg;"BRANCO                                  EAC10S";GP
042K;http://homologa.heringwebstore.com.br/blus-o-masculino-basico-em-moletom-peluciado-042k?partner=&utm_source=clickaporter&utm_medium=BLUS%C3O+MASCULINO+B%C1SICO+EM+MOLETOM+PELUCIADO;Blusão;"Blusão masculino básico em moletom liso peluciado.";59,99;;http://homologa.heringwebstore.com.br/media/catalog/product/042K-MD407S-C1.jpg;"BRANCO                                  NOVO MESCLA                             EAC10S";PGXGXXG
043G;http://homologa.heringwebstore.com.br/jaqueta-feminina-em-moletom-043g?partner=&utm_source=clickaporter&utm_medium=JAQUETA+FEMININA+EM+MOLETOM;"Casacos e Jaquetas,Ofertas,Rapa!,Casacos e Jaquetas";"Jaqueta feminina em moletom peluciado.";89,99;59,99;http://homologa.heringwebstore.com.br/media/catalog/product/043G-RRN07S-C1.jpg;"PRETO                                   BRANCO                                  AZUL MARINHO                            ";PG
053U;http://homologa.heringwebstore.com.br/calca-de-moletom-masculina-053u?partner=&utm_source=clickaporter&utm_medium=CAL%C7A+DE+MOLETOM+MASCULINA;Calças;"Calça masculina em moletom peluciado, bolsos e ajuste interno do cós.";69,99;;http://homologa.heringwebstore.com.br/media/catalog/product/053U-AP407S-C1.jpg;"PRETO                                   BRANCO                                  ";P
0546;http://homologa.heringwebstore.com.br/calca-legging-feminina-em-meia-malha-0546?partner=&utm_source=clickaporter&utm_medium=CAL%C7A+LEGGING+FEMININA+EM+MEIA+MALHA;Calças;"Calça legging feminina confeccionada em meia malha com algodão e elastano em sua composição proporcionando conforto e liberdade nos movimentos. Possui cós de elástico para melhor ajuste ao corpo. Super confortável é ideal para a prática de esportes e também compor looks descontraídos com as blusas e camisas da coleção.";39,99;;http://homologa.heringwebstore.com.br/media/catalog/product/0546-ADN07S-C1.jpg;"BRANCO                                  PRETO                                   AZUL ESCURO                             ";PMGXGXXG
057U;http://homologa.heringwebstore.com.br/calca-legging-feminina-057u?partner=&utm_source=clickaporter&utm_medium=CAL%C7A+LEGGING+FEMININA;Calças,Fitness,Fitness;"Calça legging básica feminina em meia-malha, capri.";39,99;;http://homologa.heringwebstore.com.br/media/catalog/product/057U-HHJ07S-C1.jpg;"PRETO                                   ";MXG
